seed_a,seed_b,palavras_a,palavras_b,p_valor,tam_efeito,bias_entity,bias_entity1,seed_x,seed_y,metodo
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.17142857142857143,1.0675178764522606,0.1122431600520157,0.01180348575040907,dilma,marina,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.8090421653793038,0.07978394872563666,-0.05547527443477217,dilma,marina,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.8571428571428571,0.16280428302334604,-0.0028728880939872525,-0.008673532652726926,dilma,marina,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,1.4975212084255045,0.13599597433619534,0.001471671475949038,dilma,marina,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.11428571428571428,-1.2071599592884081,0.15057703648338094,0.20922542204972416,dilma,marina,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.8857142857142857,0.13843975916961768,-0.012157315245131348,-0.019072047775739523,dilma,marina,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.3142857142857143,0.8489256826214783,0.1122431600520157,0.06888568405704805,dilma,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.6646773384072406,0.07978394872563666,0.015141067633563501,dilma,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.08571428571428572,-1.2102292321583268,-0.0028728880939872525,0.04100031780033726,dilma,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.2857142857142857,-0.8016649433645062,0.13599597433619534,0.19226313502586936,dilma,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.4,0.6769968098179332,0.15057703648338094,0.12104119775718754,dilma,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.02857142857142857,-1.25843192176385,-0.012157315245131348,0.03532151164185235,dilma,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.3142857142857143,-0.806564179930959,0.01180348575040907,0.06888568405704805,marina,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,-1.6752776512533185,-0.05547527443477217,0.015141067633563501,marina,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.17142857142857143,-0.9959164866181378,-0.008673532652726926,0.04100031780033726,marina,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,-1.7586059951439548,0.001471671475949038,0.19226313502586936,marina,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.02857142857142857,1.4114212411486053,0.20922542204972416,0.12104119775718754,marina,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.2,-0.9411923895479473,-0.019072047775739523,0.03532151164185235,marina,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.08571428571428572,1.3417199228701824,0.13092823842168297,-0.013213076510442852,dilma,marina,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.5652707201717477,0.01642080260678125,-0.06481884732786368,dilma,marina,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.4857142857142857,-0.4916084995515121,-0.05387203350501711,-0.02450511123626653,dilma,marina,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.08571428571428572,1.3201676882863564,0.13312842638128808,0.040760786419050524,dilma,marina,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.17142857142857143,-1.0509940108011149,0.14357429327415472,0.22871005700436742,dilma,marina,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,1,0.0021586291322766,-0.018240305843229956,-0.01837577123687331,dilma,marina,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.2571428571428571,0.8177624813030773,0.13092823842168297,0.09669040368126706,dilma,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.5428571428571428,0.43398397076246154,0.01642080260678125,-0.006112450256790122,dilma,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.22857142857142856,-0.969148981489198,-0.05387203350501711,0.0081564437684985,dilma,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.14285714285714285,-1.2165886260908056,0.13312842638128808,0.21399095995285378,dilma,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.22857142857142856,0.8421709367661923,0.14357429327415472,0.091101004078944,dilma,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.05714285714285714,-1.5006630542344295,-0.018240305843229956,0.06935742569944751,dilma,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.14285714285714285,-1.2141768433436144,-0.013213076510442852,0.09669040368126706,marina,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.14285714285714285,-1.0028134101575692,-0.06481884732786368,-0.006112450256790122,marina,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.4,-0.6550741072617164,-0.02450511123626653,0.0081564437684985,marina,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,-1.7161877718167229,0.040760786419050524,0.21399095995285378,marina,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.05714285714285714,1.502986849276476,0.22871005700436742,0.091101004078944,marina,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.08571428571428572,-1.11381938746132,-0.01837577123687331,0.06935742569944751,marina,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.08571428571428572,1.346809893645351,0.09962690489739012,-0.04903572145118473,dilma,marina,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.753141577077113,0.030568081478828377,-0.07168225152503413,dilma,marina,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.5714285714285714,0.3536008331039613,4.281770034858662e-4,-0.015809530459478346,dilma,marina,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,1.6218990841602852,0.08868154740637527,-0.030815544735005057,dilma,marina,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.45714285714285713,-0.6828669956657891,0.17745814968904294,0.2159817259736537,dilma,marina,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.6,-0.47913713344755887,-0.01967120623724085,-0.003152591182821296,dilma,marina,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.08571428571428572,1.2835733410586263,0.09962690489739012,0.026749078751091837,dilma,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.45714285714285713,0.5501207896550216,0.030568081478828377,0.01950918430950134,dilma,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.7142857142857143,-0.3922254548951554,4.281770034858662e-4,0.02607902942122141,dilma,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.11428571428571428,-1.2732902374208368,0.08868154740637527,0.1965990259978504,dilma,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.22857142857142856,0.9349086844029529,0.17745814968904294,0.1265113427629006,dilma,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.02857142857142857,-1.6860410837747715,-0.01967120623724085,0.0810384729235378,dilma,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.2,-0.9236699265278261,-0.04903572145118473,0.026749078751091837,marina,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,-1.751577331400219,-0.07168225152503413,0.01950918430950134,marina,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.34285714285714286,-0.692351850280159,-0.015809530459478346,0.02607902942122141,marina,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,-1.6830011381906833,-0.030815544735005057,0.1965990259978504,marina,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.02857142857142857,1.4943967136214134,0.2159817259736537,0.1265113427629006,marina,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.05714285714285714,-1.4785469321123148,-0.003152591182821296,0.0810384729235378,marina,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.11428571428571428,1.1806244408214277,0.08693343900847751,-0.03531924652918364,dilma,marina,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,1.7051774349060405,0.05341725669008797,-0.07514050082033435,dilma,marina,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.08571428571428572,-1.097998693471568,-0.05773759467369016,-0.022963163254503288,dilma,marina,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,1.5504808680358113,0.08464493604720194,-0.007786149331524175,dilma,marina,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.2857142857142857,-0.8940540237938094,0.18603848399641706,0.22640549275516617,dilma,marina,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.11428571428571428,0.9906543269908953,0.05874647029891117,0.004821717194549643,dilma,marina,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.11428571428571428,1.1165027609365241,0.08693343900847751,0.02572031078619115,dilma,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.5714285714285714,0.4637593171591865,0.05341725669008797,0.03730865586613441,dilma,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,0.17142857142857143,-1.1081141011311053,-0.05773759467369016,-0.021985492569644494,dilma,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.2,-0.915364093362778,0.08464493604720194,0.14390308466459178,dilma,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.45714285714285713,0.6203658977354815,0.18603848399641706,0.1553591711589723,dilma,serra,weat
estagnação,desenvolvimento,instabilidade crise prosperidade derrocada debilidade estabilidade conjuntura estiagem euforia ruptura desordem,desenvolvimento crescimento aprimoramento progresso fortalecimento planejamento enriquecimento aprendizado surgimento manejo fomento,0.2,-1.0440376901077444,0.05874647029891117,0.08842706429993005,dilma,serra,weat
péssimo,ótimo,mau equivocado deprimido adiantado isento contente comprometido preconceituoso infeliz farto injusto,excelente destacado interessante melhor melhorado lindo unico excepcional talentoso inovador bacana,0.2571428571428571,-0.7795667993055602,-0.03531924652918364,0.02572031078619115,marina,serra,weat
ruim,bom,ruim confuso esquisito frustrante pior decepcionante triste confusa infeliz errado dificil,bom certo lindo justo adequado destacado sincero tremendo calmo verdadeiro modesto,0.02857142857142857,-1.6625447481952806,-0.07514050082033435,0.03730865586613441,marina,serra,weat
imoral,moral,preconceituoso injusto injusta indecente racista inocente desonesto cruel arrogante perverso,honestidade disciplina conduta dignidade civilidade humildade intelectual austeridade doutrina existencial,1,-0.02837152161609556,-0.022963163254503288,-0.021985492569644494,marina,serra,weat
inaceitável,aceitável,injusto injusta inconstitucional racista preconceituoso indecente ilegal moralmente insulto impotente oportunista,conveniente consensual adequado apropriada sensato coerente consistente apropriado adequada relevante interessante,0.02857142857142857,-1.6152866145104043,-0.007786149331524175,0.14390308466459178,marina,serra,weat
déficit,superávit,endividamento desemprego incremento esvaziamento desconforto estresse agravamento crescimento excesso congestionamento,faturamento iene financeiro adiantamento embargo empreendimento importador contribuinte mercado comprador,0.14285714285714285,1.1069232803415283,0.22640549275516617,0.1553591711589723,marina,serra,weat
